tweet,clean_tweet,label,label_id
"Guten tag, there is your unroll: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan . Have a good day.",guten tag there is your unroll thread by selamat malam teman usai penat dan padat seharian bekerja saya ingin menemani dengan twit ringan have a good day,disgust,1
"Hai nder terimakasih ya tapi plis siapa sih yg mau bawa penyakit, tolong kata2 nya sebagai fans dan sebagai orang yg merasa yg kamu sebut jujur aku tersinggung, gua datang ke indo cek semua badan dan sehat,sampai indo gua cek lagi sapai paru2 semua dan vaksin dan gua sehat,thx",hai nder terimakasih ya tapi tolong siapa sih yang mau bawa penyakit tolong kata nya sebagai fans dan sebagai orang yang merasa yang kamu sebut jujur saya tersinggung saya datang ke indo cek semua badan dan sehat sampai indo saya cek lagi sapai paru semua dan vaksin dan saya sehat terima kasih,anger,0
Terkejut saya ada stranger ws time ceni,terkejut saya ada stranger ws time ceni,surprise,7
"Wkwk ngeri sampe mimisan gtu :"") tp film jepang memang selalu dibuat ada saat2 terakhir gtu kan wkwk",ngeri sampai mimisan begitu tapi film jepang memang selalu dibuat ada saat terakhir begitu kan,fear,2
Iyaaa kaan huhuhu asli takut bgt mau bimbingan,iyaa kaan huhuhu asli takut sangat mau bimbingan,fear,2
"ga heran si kenapa followerku ga naik ternyata aku suka blokir org yg songong kalo di ajak jbjb ga prnah ngerespon, sok ngartis lagi..",tidak heran si kenapa followerku tidak naik ternyata saya suka blokir orang yang songong kalau di ajak jbjb tidak pernah ngerespon sok ngartis lagi,surprise,7
"Pengen punya anak, tapi aku tkt bahkan gmw nikah, takut jd toxic parents buat anakku nanti, i wouldn't do that",ingin punya anak tapi saya tkt bahkan gmw nikah takut jadi toxic parents buat anakku nanti i wouldn t do that,fear,2
"Pantes aja kalau ""yang pada di atas"" lagi murka wong kreak kreak kadunyan isine lak mung paduuuuuu ae sampe dulure dewe diuntal. Iki mengko nek derr tenan yo salahmu dewe, rausah nyalahke liyan wong koe sing marahi liyan rekasan.",pantes saja kalau yang pada di atas lagi murka wong kreak kreak kadunyan isine lak mung paduu ae sampai dulure dewe diuntal iki mengko nek derr tenan yo salahmu dewe rausah nyalahke liyan wong koe sing marahi liyan rekasan,anger,0
"Tertipu dengan retorikamu, pesonamu, dan janji2 manismu wahai bapak yg pernah datang ke tempatku berkuliah ketika awal semester.",tertipu dengan retorikamu pesonamu dan janji manismu wahai bapak yang pernah datang ke tempatku berkuliah ketika awal semester,surprise,7
Takut karena ada apa2nya ..,takut karena ada apa nya,fear,2
Ingin rasanya kembali menjadi anak kecil nga pernah ngalamin momen senang kembali kecuali ketika waktu sd dan cuma masa masa sekolah masa masa indah terjadi,ingin rasanya kembali menjadi anak kecil nga pernah ngalamin momen senang kembali kecuali ketika waktu sd dan cuma masa masa sekolah masa masa indah terjadi,joy,4
"Kating nya beneran julid kak ? Kirain becanda Wah heran nya cowo kok lemes bnget mulut nya ngalahin emak""",kating nya benar julid kak kirain bercanda wah heran nya cowok kok lemas sangat mulut nya ngalahin emak,surprise,7
"Tatapan tajam serta dingin Lucien menusuk sanubariku. Ah.... betapa kuingin ditatap sepanjang malam Sampai iapun tersenyum arogan ""Tidak kusangka kau akan terpesona sampai seperti itu"" Lucien tidak hentinya menatapku, menggunakan tangan besarnya untuk memegang daguku",tatapan tajam serta dingin lucien menusuk sanubariku ah betapa kuingin ditatap sepanjang malam sampai iapun tersenyum arogan tidak kusangka kamu akan terpesona sampai seperti itu lucien tidak hentinya menatapku menggunakan tangan besarnya untuk memegang daguku,surprise,7
tumben banget torrent jelek lagi kaya gini pada males banget ngeseeds heran.,tidak biasa sekali torrent jelek lagi kaya gini pada males sekali ngeseeds heran,surprise,7
"Sy heran koq ada org pensiunan Jenderal TNI tp koq terlht sngt tdk nasionalis banget, sngt berpihak ke Tiongkok n TKA nya. Woy... pak tua yg serakah hartamu tdk kau bawa mati, hanya Jas, dasi n Peti mati yg mahal nanti kau bawa. Kesel !",saya heran kok ada orang pensiunan jenderal tni tapi kok terlht sangat tidak nasionalis sekali sangat berpihak ke tiongkok n tka nya woy pak tua yang serakah hartamu tidak kamu bawa mati hanya jas dasi n peti mati yang mahal nanti kamu bawa kesal,surprise,7
Gugup bgt apa yak?,gugup sangat apa yak,fear,2
"YES, we all deserve it. yuk semangat lagi dhit. gak semuanya benci kamu kok! fokus aja masih banyak yg sayang bgt dan nungguin karya kamu. like me",yes we all deserve it yuk semangat lagi dhit tidak semuanya benci kamu kok fokus saja masih banyak yang sayang sangat dan tunggu karya kamu like me,joy,4
"Hiks. Mereka yg ngeroom di oy0, aku yg kesal wkwk. Bisa geleng2 kepala aja ka wkwk",hiks mereka yang ngeroom di oy saya yang kesal bisa geleng kepala saja ka,anger,0
"Yah syukur, berarti masi ada harapan menerangi dunia",yah syukur berarti masi ada harapan menerangi dunia,joy,4
Akan aku bikin niichan terpesona '^',akan saya bikin niichan terpesona,surprise,7
iiiiih jijik,iih jijik,disgust,1
"bagus si bagus zatin, tapi ntar kalo deketin cewe gugup",bagus si bagus zatin tapi nanti kalau deketin cewek gugup,fear,2
wkwkw kecewa aku sama diriku sendiri td sore wkwkwk bodo aku wkwk,wkwkw kecewa saya sama diriku sendiri tadu sore bodo saya,anger,0
wah ak hampir tertipu,wah saya hampir tertipu,joy,4
"aku punya temen yg mukanya berminyak parah tp ga pernah mau di lap in pdhl waktu itu aku udh nyoba nawarin oil control punyaku but she said no. aku ga ngerti tp dia merasa mukanya glowing with that looks, is it just me or emg it looks weird? krn aku kaya risih aja dk why(?)",saya punya teman yang mukanya berminyak parah tapi tidak pernah mau di lap in padahal waktu itu saya sudah coba nawarin oil control punyaku but she said no saya tidak ngerti tapi dia merasa mukanya glowing with that looks is it just me or memang it looks weird karena saya kaya risih saja dk why,disgust,1
"tapi kan habib kecewa sama pks, fanboy isis templatenya gitu.",tapi kan habib kecewa sama pks fanboy isis templatenya begitu,sadness,6
Bangga kita ada midfilda / kepa cemerlang laguni. Kita cukup berkenan,bangga kita ada midfilda kepa cemerlang laguni kita cukup berkenan,joy,4
Hal apa yang membuatmu gugup? Pas Kasih tau mamak tupperware hilang,hal apa yang membuatmu gugup pas kasih tahu mamak tupperware hilang,fear,2
Siapa yang beli 5 m saya dkasih pun gamau kayanya agak ngeri berasa mempelihara kucing berkaki 4,siapa yang beli m saya dkasih pun tidak mau kayaknya agak ngeri berasa mempelihara kucing berkaki,fear,2
"Alhamdulillah, senang sekali rasanya sudah pernah sholat di masjid tersebut Nyaman sekali. Lonceng gereja berhenti waktu adzan dikumandangkan MasyaAllah",alhamdulillah senang sekali rasanya sudah pernah sholat di masjid tersebut nyaman sekali lonceng gereja berhenti waktu adzan dikumandangkan masyaallah,joy,4
Ko gaada yang ngeretweet ya. Kecewa,ko tidak ada yang ngeretweet ya kecewa,sadness,6
dia takut mbakx berpaling ke kaputen,dia takut mbakx berpaling ke kaputen,fear,2
aq. aq dulu lebi ship ini daripada main leadnya. CAKEM SOALNYA SANG BUM. sampe kesal mereka tidak berlanjut irl.,saya saya dulu lebi ship ini daripada main leadnya cakem soalnya sang bum sampai kesal mereka tidak berlanjut irl,anger,0
Cukup terkejut lalu bilang gua gamau wkwkw,cukup terkejut lalu bilang saya tidak mau wkwkw,joy,4
"Jan suudzon dulu mas sm penyakitnya, takut dia tersinggung",jan suudzon dulu mas sama penyakitnya takut dia tersinggung,anger,0
SUDAH PUAS SAYA PANTAU SAATNYA MENYELEDING KALIAN SEMUA,sudah puas saya pantau saatnya menyeleding kalian semua,joy,4
"tapi kaya bangga like ""shit keren bgt gue"" orang lain mana kepikiran",tapi kaya bangga like tahi keren sangat saya orang lain mana kepikiran,joy,4
ketawa puas bgt lagi,tertawa puas sangat lagi,joy,4
Demi Masa Depan Yang Kita Mimpi Kan Hapuskanlah Kenangan Yang Mengusik Perasaan Tiap Kali Memandang Mu Tak Terhingga Kesal Ku Maafkan Aku Sayang Menodai Kepercayaan Mu,demi masa depan yang kita mimpi kan hapuskanlah kenangan yang mengusik perasaan tiap kali memandang mu tak terhingga kesal ku maafkan saya sayang menodai kepercayaan mu,sadness,6
SUMPAH YA KALO SAMPE HYUNBIN GAJADI SEOJUN AING KECEWA PARAH,sumpah ya kalau sampai hyunbin tidak jadi seojun aing kecewa parah,sadness,6
"Lagi kau buka ruang untuk terima golongan macamtu, lagi diorg besau kepala. dah tentu tentu benda salah, benda Allah murka. Semua umat Islam tahu, yg bukan Islam pun tahu. Benda mcmni lagi byk negatif dari positif. Ada sbb setiap yg Allah tetapkan. Dan kau cuma hamba biasa. INGAT",lagi kamu buka ruang untuk terima golongan macamtu lagi diorg besau kepala sudah tentu tentu benda salah benda allah murka semua umat islam tahu yang bukan islam pun tahu benda mcmni lagi banyak negatif dari positif ada sbb setiap yang allah tetapkan dan kamu cuma hamba biasa ingat,anger,0
Selalu rasa okay je single tapi penat ah single. So jalan terbaik nak main tinder. Bye,selalu rasa okay je single tapi penat ah single so jalan terbaik anak main tinder bye,disgust,1
woe min klu gak ada tanggepan aku putus benar ya. udh muak aku sering kayak gni,woe min kalau tidak ada tanggepan saya putus benar ya sudah muak saya sering mirip begini,disgust,1
"Youn murka [aww takut] Youn: hssjjsjs LU! YG BENER AJA, BEGINIAN LU TANYA KE GUE? GUE SAMBIT LU YA SJSKKLLLQ uyon marah huftt, formasi panjat pinang melorot dan ambruk satu2, menyisakan Hangyul diatas masih usahain ambil mejikom dan sepeda family. Weiyoun baku hantam xixixix",youn murka aww takut youn hssjjsjs kamu yang benar saja beginian kamu tanya ke saya saya sambit kamu ya sjskkllq uyon marah huftt formasi panjat pinang melorot dan ambruk satu menyisakan hangyul diatas masih usahain ambil mejikom dan sepeda family weiyoun baku hantam xixixix,joy,4
Mereka belum puas hingga Islam hancur dan lenyap. Kite selepet jidatnye.,mereka belum puas hingga islam hancur dan lenyap kita selepet jidatnye,anger,0
"ampunn, nanti klo lider murka gk dpt makan seharian penuh",ampunn nanti kalau lider murka tidak dapat makan seharian penuh,anger,0
man lemme told u: im okay with those but please JANGAN yg kaya di invisible man ngeri gasi lo diliatin sama orang tembus pandang sinting anjir teknologi ni mengerikan,man lemme told kamu im okay with those but please jangan yang kaya di invisible man ngeri gasi kamu diliatin sama orang tembus pandang sinting anjir teknologi ini mengerikan,fear,2
"Part terbaik: doi main ke rumah w, pacar w nelepon. Anjir gue panik. Gue jawab gugup, di depan doi juga gue gugup.",part terbaik doi main ke rumah saya pacar saya nelepon anjir saya panik saya jawab gugup di depan doi juga saya gugup,fear,2
"Gausa minta maaf lel sama dia mah, tumben apa chat ke org baik ga bawa binatang. Heran, napa sama gua sering chat nya sering bawa binatang ya:3",gausa minta maaf lel sama dia mah tidak biasa apa chat ke orang baik tidak bawa binatang heran kenapa sama saya sering chat nya sering bawa binatang ya,surprise,7
wkkw skali2 ben rodo ngeri bro,wkkw sekali ben rodo ngeri bro,fear,2
iy kan ak suka ngeliatin knp km suka senyam senyum liatin hp ak kan mau muda juga,iya kan saya suka melihat kenapa kamu suka senyam senyum lihat hp saya kan mau muda juga,joy,4
Nampak penat sangat tu,nampak penat sangat itu,disgust,1
Ahhh i feel you. Kadang2 penat berdebat dengan orang macam ni :'),ahh i feel you kadang penat berdebat dengan orang macam ini,disgust,1
Oke fix. Doi gw udh hampir 1 abad belum balas chat gw. Gugup nya kelewatan,oke fix doi saya sudah hampir abad belum balas chat saya gugup nya kelewatan,fear,2
sedih harus ditinggal rian gatau sampe kapan aku ngapain ya sebulan kedepan disini wkw,sedih harus ditinggal rian tidak tahu sampai kapan saya ngapain ya sebulan kedepan disini wkw,sadness,6
"Wah hshshahaha rumput mana u rembat? Amboi senang nau open rumput fresh tu. Bagi dorang makan rumput, i makan lamb chop depan dorang dengan u skali",wah hshshahaha rumput mana kamu rembat amboi senang nau open rumput fresh itu bagi dorang makan rumput i makan lamb chop depan dorang dengan kamu sekali,joy,4
"Itu masa lalu mas Dito, milik mas dito. Yang penting mas sekarang gak begitu. Eneng paham kok mas. Kalo ketauan skr begitu ya maap mas, eneng kecewa ngehehehe",itu masa lalu mas dito milik mas dito yang penting mas sekarang tidak begitu eneng paham kok mas kalau ketauan sekarang begitu ya maaf mas eneng kecewa ngehehehe,sadness,6
"""Ooh, kita perlu kecewa Untuk tahu bahagia Bukankah luka menjadikan Kita saling menguatkan """,ooh kita perlu kecewa untuk tahu bahagia bukankah luka menjadikan kita saling menguatkan,sadness,6
"hari lain bukan tak sempat, kdang penat. tidur awal",hari lain bukan tak sempat kdang penat tidur awal,disgust,1
jijik bgst!,jijik bgst,disgust,1
"Ngeliat orang lain susah, ngeliat ortu susah, stress mau kepala 2, kehilangan temen, menyadari terlalu banyak fake friend disekitar kita, inget seseorang yang bikin kita kecewa.",ngeliat orang lain susah ngeliat orangtua susah stress mau kepala kehilangan teman menyadari terlalu banyak fake friend disekitar kita ingat seseorang yang bikin kita kecewa,sadness,6
"(cont.) lelaki rupanya masih perhatian padahal Raira sudah berbuat kesal. Memang manusia itu membingungkan, ya? Raira paham jikalau pakaiannya basah. Ia pun merasa tidak nyaman dengan pakaiannya, terutama di bagian punggung. Akan tetapi, ia (cont.)",cont lelaki rupanya masih perhatian padahal raira sudah berbuat kesal memang manusia itu membingungkan ya raira paham jikalau pakaiannya basah ia pun merasa tidak nyaman dengan pakaiannya terutama di bagian punggung akan tetapi ia cont,anger,0
wkwkwk... Idi0t diblokir takut??,idi t diblokir takut,fear,2
"Ini adalah pertama kalinya sebagai MC, jadi ketika memegang mic aku semakin gugup dan malah terlihat bergetar. Itu sebabnya aku mencoba untuk menegangkan kakiku (agar tebih tegak), tapi kemudian kakiku malah gantian yang bergetar",ini adalah pertama kalinya sebagai mc jadi ketika memegang mic saya semakin gugup dan malah terlihat bergetar itu sebabnya saya mencoba untuk menegangkan kakiku agar tebih tegak tapi kemudian kakiku malah gantian yang bergetar,fear,2
21 km cuiiii.... Ngeri penyelenggaranya...,kamu cuii ngeri penyelenggaranya,fear,2
"TERSINGGUNG AKU, KALIAN GATAU BETAPA ENAKNYA BUBUR DIADUK",tersinggung saya kalian tidak tahu betapa enaknya bubur diaduk,anger,0
Heran aja...biasanya petugas yg duluan dtg k Bandara ini kok udah mw take off blm ada petugasnya...mw plg Makassar,heran saja biasanya petugas yang duluan datang k bandara ini kok sudah mau take off belum ada petugasnya mau pulang makassar,surprise,7
"Tapi itu cakep kok, aku pengen potong pendek tapi takut kependekan",tapi itu cakap kok saya ingin potong pendek tapi takut kependekan,fear,2
Makin insecure sama covid19 skrg Yg tadi nya makan di abang biasa aja eh skrg rada ngeri grgr abang kurang higenis padah dari dulu masa bodo gua ngelitin nya,makin insecure sama covid sekarang yang tadi nya makan di abang biasa saja eh sekarang agak ngeri grgr abang kurang higenis padah dari dulu masa bodo saya ngelitin nya,fear,2
Senang sekali bisa berbagi sebuah racun,senang sekali bisa berbagi sebuah racun,joy,4
tak bangga malah terasa bodo sebab sampai sekarang ada parut heh,tak bangga malah terasa bodo sebab sampai sekarang ada parut heh,joy,4
Ah jangan kenal. Malu maluin ajj,ah jangan kenal malu maluin saja,anger,0
gue ngeri itu orang kecebur menk,saya ngeri itu orang kecebur menk,fear,2
"Jijik kali kan via vallen bisanya cuma cover lagu semua orang, nggak kreatif kali, haha tunggu aja lagu kpop ini",jijik kali kan via vallen bisanya cuma cover lagu semua orang tidak kreatif kali tunggu saja lagu kpop ini,disgust,1
Minta pap msih tingkat risih standar Lu bayangin si jamet maksa Vc-an mulu coy gakenal gua k dia dan gapernah gua angkat budu amat gua ga read chatnya Risih tay,minta pap masih tingkat risih standar kamu bayangin si jamet maksa vc an terus coy gakenal saya k dia dan tidak pernah saya angkat budu amat saya tidak read chatnya risih tay,disgust,1
Duka ka. Bobo we yuuu,duka ka tidur we yuu,sadness,6
Kesingung melawan sampe mati. Dibilang pentol korek sumbu pendek tersinggung.,kesingung melawan sampai mati dibilang pentol korek sumbu pendek tersinggung,anger,0
Sebagai guru opo koe ra merasa tersinggung akan hal itu mbak!,sebagai guru opo koe ra merasa tersinggung akan hal itu mbak,anger,0
Kesal bacanya pake nyanyi,kesal bacanya pakai nyanyi,anger,0
dimarahin karena air di rumah abis dan ditanya kenapa ngga masak air. yaaaaaa gimana ya daritadi stay on pc terus ini yaallah udah berapa jam. mana lapar deuih kulen membuatku sengsara,dimarahin karena air di rumah abis dan ditanya kenapa tidak masak air yaa gimana ya daritadi stay on pc terus ini yaallah sudah berapa jam mana lapar deuih kulen membuatku sengsara,sadness,6
"emosiiiiii anjjj, tapi retweet ah biar mutualku pada tertipu hahhahaha",emosii anjj tapi retweet ah biar mutualku pada tertipu hahhahaha,anger,0
"Sebelum ia pergi, kupukul lengan mas Rama pelan. ""Nakal banget,"" bisikku kesal. Nyaris memasang wajah cemberut. Mas Rama ngapain aja sih di Singapura?! Bukannya serius sama kak Vita juga... ndak tau ah. Nanti kalau mas Rama datang aku mau sembunyi saja.",sebelum ia pergi kupukul lengan mas rama pelan nakal sekali bisikku kesal nyaris memasang wajah cemberut mas rama ngapain saja sih di singapura bukannya serius sama kak vita juga tidak tahu ah nanti kalau mas rama datang saya mau sembunyi saja,anger,0
enggak sih tapi kalo banyak banget ya risih(?),tidak sih tapi kalau banyak sekali ya risih,disgust,1
Wadawww ngeri euy,wadaww ngeri euy,fear,2
JANCOK!! PALING BENCI KALO MAU KETAWA HARUS NYUSAHIN OTAK DULU ASU !!!,jancok paling benci kalau mau tertawa harus nyusahin otak dulu asu,anger,0
Iyaaa gua bangga bet jadi anak ikom,iyaa saya bangga bet jadi anak ikom,joy,4
"Terimakasih sudah menggunakan jasa reply kami, semoga anda puas dan berlangganan untuk orderan reply berikutnya. Terimakasih, salam jbjb.",terimakasih sudah menggunakan jasa reply kami semoga anda puas dan berlangganan untuk orderan reply berikutnya terimakasih salam jbjb,joy,4
harus bangga dong :v,harus bangga dong v,joy,4
membunuhnya saat ia meludahimu karena kau berusaha membelanya saat ia diejek gay. Kau harusnya bangga padaku kan? Mulut Jansen melekuk manis membentuk senyuman. Namun tidak dengan netranya. Ansel bisa melihat sorot luka disana. Sorot penyesalan di setiap sudut yang ada.,membunuhnya saat ia meludahimu karena kamu berusaha membelanya saat ia diejek gay kamu harusnya bangga padaku kan mulut jansen melekuk manis membentuk senyuman namun tidak dengan netranya ansel bisa melihat sorot luka disana sorot penyesalan di setiap sudut yang ada,joy,4
"Wah syukur deh kak, semoga pesanannya sesuai ya kak. Kalo ada pertanyaan/kendala, bisa colek mimin di DM aja ya kak biar bisa dibantu. Happy shopping kak ^EL",wah syukur deh kak semoga pesanannya sesuai ya kak kalau ada pertanyaan kendala bisa colek mimin di dm saja ya kak biar bisa dibantu happy shopping kak el,joy,4
"pemerintah indonesia ini pada ga bersyukur,memiliki kekayaan alam yg berlimpah ruah sampai2 negri lain iri,kok ya negara di kelola kaya main barbie2an..rakyatnya semakin sengsara,yg kaya makin foya2",pemerintah indonesia ini pada tidak bersyukur memiliki kekayaan alam yang berlimpah ruah sampai negeri lain iri kok ya negara di kelola kaya main barbie an rakyatnya semakin sengsara yang kaya makin foya,anger,0
"Kalo maneh nonton di bioskop, maneh gakan terkejut baca komik ternyata raftel itu laugh tale, kalo urg beruntung sih gak nonton di bioskop jadi komik nya tetep surprise hahaha",kalau mana nonton di bioskop mana gakan terkejut baca komik ternyata raftel itu laugh tale kalau urg beruntung sih tidak nonton di bioskop jadi komik nya tetap surprise,surprise,7
Dpt ucapan 4 thun sekali pun dh syukur zi. Hahahahahahahaha.,dapat ucapan thun sekali pun sudah syukur zi,joy,4
Dah lah aku benci kau,sudah lah saya benci kamu,anger,0
Awokok syukur aku ga,awokok syukur saya tidak,joy,4
Syukur. Alhamdulillah.,syukur alhamdulillah,joy,4
"Yah, sedikit kecewa gue sama lu. Lain kali komen aja langsung kalo ngga sreg. Pasti bakal gue jawab. Btw, prinsipnya jg sama aja sih. Lu jg komentator terhadap komentator. Ngga ada beda. Krn seperti gue bilang td. Inilah Twitter. Ruang publik beropini. Sip, selamat santap sahur.",yah sedikit kecewa saya sama kamu lain kali komen saja langsung kalau tidak sreg pasti bakal saya jawab btw prinsipnya juga sama saja sih kamu juga komentator terhadap komentator tidak ada beda karena seperti saya bilang tadu inilah twitter ruang publik beropini sip selamat santap sahur,sadness,6
Yg namanya sahabat sejati itu Ada disaat senang maupun duka. Bukan saat senang doank nggaku2 Sahabat Pada saat susah Boro2 ngaku sahabat Besuk aja nggak! Nggak harus terang2 an ? Itu pengecut namanya Plonga plongo ketika sahabat nya Di serang &amp; dipenjara,yang namanya sahabat sejati itu ada disaat senang maupun duka bukan saat senang saja nggaku sahabat pada saat susah boro ngaku sahabat besuk saja tidak tidak harus terang an itu pengecut namanya plonga plongo ketika sahabat nya di serang amp dipenjara,anger,0
"Lah gausah curhat bang, Kalo muak ya beli brand sebelah, udh tau kapasitas produksinya emg gabisa banyak tp ngutruk pengen ini itu. Bikin aja brand sendiri bos !",lah tidak usah curhat bang kalau muak ya beli brand sebelah sudah tahu kapasitas produksinya memang tidak bisa banyak tapi ngutruk ingin ini itu bikin saja brand sendiri bos,disgust,1
Yg goblok itu manusia yg seneng dirinya di jajah trs sampe mati. Scopus itu produk penjahan baru terhadap intelektualitas. Coba tanya pak rocky gerung apakah dia trtarik dgn ID Scopus?? Saya yakin dia jg muak dgn praktik tolol duni pendidikan sprti ini,yang goblok itu manusia yang senang dirinya di jajah terus sampai mati scopus itu produk penjahan baru terhadap intelektualitas coba tanya pak rocky gerung apakah dia trtarik dengan id scopus saya yakin dia juga muak dengan praktik tolol duni pendidikan sprti ini,anger,0
Huhu hujannya pas mau brgkt sekola jd takut basah Dom mana emg ka?,huhu hujannya pas mau berangkat sekolah jadi takut basah dom mana memang ka,fear,2
"Kenapa sekarang nampak macam takut je, masa pukul budak driver tu buat main terrer nampak",kenapa sekarang nampak macam takut je masa pukul budak driver itu buat main terrer nampak,fear,2
Ututu cieh tingkatin terus yaa senang bngt liat kamu gambar,ututu cieh tingkatin terus yaa senang sangat liat kamu gambar,joy,4
"Saya tersinggung, campur sedih, terluka hatiku, ambyarrr cintaku, saat pemimpinku memuja dirinya",saya tersinggung campur sedih terluka hatiku ambyarr cintaku saat pemimpinku memuja dirinya,anger,0
"ckp senang je mcm mana kalau orang tu betul2 tak mampu .. jangan nak bongkak kalau ckp, rezeki kita lain2 tak semua orang senang bang ..",cukup senang je macam mana kalau orang itu betul tak mampu jangan anak bongkak kalau cukup rezeki kita lain tak semua orang senang bang,joy,4
Astagfirullah hampir tertipu,astagfirullah hampir tertipu,surprise,7
"Our last day pkp fasa 1. Haha sambung esok pulak. Kalau semua okay haritu, esk mesti kita dah boleh sambung kerja mcm biasa kan huhu sedih",our last day pkp fasa sambung esok pulak kalau semua okay haritu esk mesti kita sudah boleh sambung kerja macam biasa kan huhu sedih,sadness,6
"suka: bisa merhatiin orang yg beda2 tiap hari wkwk. ada aja yang bisa dijadiin bahan cerita. trus kalo liat pemandangan dari luar kereta/bus rasanya calming padahal tiap hari ngeliat hal yg sama. duka: masuk jam sekian tapi 3 jam sblm itu gue harus udah rapi makan, dandan dll",suka bisa memperhatikan orang yang beda tiap hari ada saja yang bisa dijadikan bahan cerita terus kalau liat pemandangan dari luar kereta bus rasanya calming padahal tiap hari ngeliat hal yang sama duka masuk jam sekian tapi jam sebelum itu saya harus sudah rapi makan dandan dan lain,sadness,6
mau murka sedih bgt rasanya,mau murka sedih sangat rasanya,anger,0
"Come to here uni can, we miss yourlaugh.. mauki juga liatki senang, ayo sini di ban, smw masalah apsti ada jln keluarnya. we never leave u, plisss buang smw pikiran negatif dan goo Tdk ada kata terlamabat...keep fight, just call us or spesialy me if u need help",come to here uni can we miss yourlaugh mauki juga liatki senang ayo sini di ban smw masalah apsti ada jalan keluarnya we never leave kamu pliss buang smw pikiran negatif dan goo tidak ada kata terlamabat keep fight just call us or spesialy me if kamu need help,joy,4
"bikin pekerja harian semakin sengsara,pemasukan Nol,dan pemerintah Daerah/Pusat kurang Peka,solusi juga masih ngambang.susah...susah... ???",bikin pekerja harian semakin sengsara pemasukan nol dan pemerintah daerah pusat kurang peka solusi juga masih ngambang susah susah,sadness,6
"birthday this year la paling sedih hahahahaha dengan teringat benda lama, waktu pkp pulak. 2020 is definitely not my year :')",birthday this year la paling sedih dengan teringat benda lama waktu pkp pulak is definitely not my year,sadness,6
Syukur...klo normal,syukur kalau normal,joy,4
"suka banged heran sama human kaya lo klo suka sama si a ya suka aja dih, g usah jatuhin si b biar fans nya ngikut di fandom lo mau si b jelek buriq goblo for real sekalipun (meskipun gaada bener2nya njir), ya biarin aja dih die famous juga kgk pake duit lu anyinkk",suka banged heran sama human kaya kamu kalau suka sama si a ya suka saja dih tidak usah jatuhin si b biar fans nya ngikut di fandom kamu mau si b jelek buriq goblo for real sekalipun meskipun tidak ada benar nya njir ya biarin saja dih die famous juga tidak pakai duit kamu anyinkk,surprise,7
Aku takut kalo ombre lipstik kek ginj ga cocok sama warna kulitku yang gelap,saya takut kalau ombre lipstik kek ginj tidak cocok sama warna kulitku yang gelap,fear,2
"Ga sii, tp kalo akoe si ngapa2in bilang tp ga per jam juga, per mao ngapain aja wkw. Risih ya putus ih, eh ga ding dibiciriin dili biik2 mana yg bisa bikin saling nyaman",tidak sii tapi kalau akoe si ngapa in bilang tapi tidak per jam juga per mao ngapain saja wkw risih ya putus ih eh tidak ding dibiciriin dili biik mana yang bisa bikin saling nyaman,disgust,1
"Syukur lah,setidaknya membuatku sedikit tenang wkwkwk",syukur lah setidaknya membuatku sedikit tenang,joy,4
Apa sih sbnrnya yg sedang di tutup tutupi pemerintah.. Masyarakat udah muak dengan sandiwara,apa sih sebenarnya yang sedang di tutup tutupi pemerintah masyarakat sudah muak dengan sandiwara,disgust,1
"Semangaat ya, semoga lancar, dosennya ga aneh aneh, jangan gugup ya kak, pasti bisa",semangaat ya semoga lancar dosennya tidak aneh aneh jangan gugup ya kak pasti bisa,joy,4
Style makan dan selera aku dan bapakek sama tapi aku tetep tersinggung kalo dimirip miripin sama bapakku,style makan dan selera saya dan bapakek sama tapi saya tetap tersinggung kalau dimirip miripin sama bapakku,anger,0
Dani james dole ya koma benci,dani james dole ya koma benci,anger,0
Kan aku tersinggung,kan saya tersinggung,anger,0
Mantap tuh beritanya klo perlu dipecat aja. biar Jakarta gak sengsara,mantap tuh beritanya kalau perlu dipecat saja biar jakarta tidak sengsara,anger,0
"Suka heran kenapa aing kalo pagi , jogging pake baju sport , sepatu , bandana , terus keringetan ngucur ke muka . Keren banget ya Allah",suka heran kenapa aing kalau pagi jogging pakai baju sport sepatu bandana terus keringetan ngucur ke muka keren sekali ya allah,surprise,7
"Ketika kamu kecewa dengan seseorang yang selama ini kamu anggap baik, ingatlah satu hal: Dia juga manusia .",ketika kamu kecewa dengan seseorang yang selama ini kamu anggap baik ingatlah satu hal dia juga manusia,sadness,6
IH JADI MALU &gt;___&lt;,ih jadi malu begitu lt,sadness,6
"And if you know me, guatuh paling gasuka sama orng yg klo ngomong aja tuh gajelas Gua yg kek ""apaan si anjir"" gitu. Karna kalo ade gua ngambek juga ngomongnya suka gajelas kek have no confident buat ngelawan gua hahaha Pokonya gua gasuka, makinlah gua tambah risih kan",and if you know me guatuh paling tidak suka sama orang yang kalau bicara saja tuh tidak jelas saya yang kek apaan si anjir begitu karena kalau ade saya marah juga ngomongnya suka tidak jelas kek have no confident buat ngelawan saya pokoknya saya tidak suka makinlah saya tambah risih kan,disgust,1
